NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT00017537,Vaccine Therapy in Treating Patients With Metastatic or Recurrent Cancer,https://clinicaltrials.gov/study/NCT00017537,,WITHDRAWN,"RATIONALE: Vaccines may make the body build an immune response to kill tumor cells.

PURPOSE: Phase I trial to study the effectiveness of vaccine therapy in treating patients who have metastatic or recurrent cancer.",NO,"Breast Cancer|Gastric Cancer|Lung Cancer|Ovarian Cancer|Unspecified Adult Solid Tumor, Protocol Specific",BIOLOGICAL: MVF-HER-2(628-647)-CRL 1005 vaccine,"Determine the optimum biologic dose of MVF-HER-2 (628-647)-CRL 1005 vaccine that will induce snit-HER-2 antibody in patients with metastatic or recurrent cancer, baseline to 1 year","Characterize the nature and severity of toxicity of this drug in these patients., baseline to 1 year|Document any clinical responses to this drug in these patients., baseline to 1 year",,University of Alabama at Birmingham,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE1,0,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CDR0000068700|UAB-0020|NCI-G01-1955,2000-03,2005-03,2005-03,2004-01-08,,2013-08-05,,
NCT00006352,Monoclonal Antibody Therapy Plus BCG in Treating Patients With Limited-Stage Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT00006352,,COMPLETED,"RATIONALE: Monoclonal antibodies can locate tumor cells and either kill them or deliver tumor-killing substances to them without harming normal cells. BCG may activate the immune system to kill tumor cells. Combining monoclonal antibody therapy with BCG may kill more tumor cells. It is not yet known if monoclonal antibody therapy plus BCG is an effective treatment for limited-stage small cell lung cancer.

PURPOSE: Randomized phase III trial to determine the effectiveness of monoclonal antibody therapy plus BCG in treating patients who have limited-stage small cell lung cancer.",NO,Lung Cancer,BIOLOGICAL: BCG vaccine|BIOLOGICAL: monoclonal antibody BEC2,,,,European Organisation for Research and Treatment of Cancer - EORTC,,ALL,"ADULT, OLDER_ADULT",PHASE3,453,NETWORK,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: |Masking: |Primary Purpose: TREATMENT,EORTC-08971B|EORTC-08971B,1999-09,2002-10,,2003-07-28,,2012-07-18,"Vrije Universiteit Medisch Centrum, Amsterdam, 1001HV, Netherlands",
NCT00005632,Vaccine Therapy Plus QS21 in Treating Patients With Prostate Cancer,https://clinicaltrials.gov/study/NCT00005632,,COMPLETED,"RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. Combining a vaccine with QS21 may kill more tumor cells.

PURPOSE: Phase I trial to study the effectiveness of vaccine therapy plus immune adjuvant QS21 in treating patients who have prostate cancer.",NO,Prostate Cancer,BIOLOGICAL: MUC1-KLH vaccine/QS21,,,,Memorial Sloan Kettering Cancer Center,National Cancer Institute (NCI),MALE,"ADULT, OLDER_ADULT",PHASE1,27,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,99-040|MSKCC-99040|NCI-G00-1773,1999-06,2009-03,2009-03,2004-07-19,,2013-01-31,"Memorial Sloan-Kettering Cancer Center, New York, New York, 10021, United States",
NCT00077532,Monoclonal Antibody With or Without gp100 Peptides Plus Montanide ISA-51 in Treating Patients With Stage IV Melanoma,https://clinicaltrials.gov/study/NCT00077532,,COMPLETED,"RATIONALE: Biological therapies, such as MDX-010, work in different ways to stimulate the immune system and stop tumor cells from growing. Vaccines made from gp100 peptides may make the body build an immune response to kill tumor cells. Combining the vaccines with Montanide ISA-51 may cause a stronger immune response and kill more tumor cells. It is not yet known whether monoclonal antibody therapy is more effective with or without vaccine therapy in treating advanced melanoma.

PURPOSE: This randomized phase II trial is studying monoclonal antibody therapy alone to see how well it works compared to monoclonal antibody therapy, gp100 peptides, and Montanide ISA-51 in treating patients with stage IV melanoma.",NO,Melanoma (Skin),BIOLOGICAL: gp100 antigen|BIOLOGICAL: incomplete Freund's adjuvant|BIOLOGICAL: ipilimumab,Objective response (partial and complete),Safety|Immune response activity,,National Institutes of Health Clinical Center (CC),National Cancer Institute (NCI),ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,179,NIH,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: |Masking: |Primary Purpose: TREATMENT,040083|04-C-0083|MDX-010-19|NCI-6532|CDR0000352187,2004-03,2007-01,2008-02,2004-02-12,,2012-06-22,"Warren Grant Magnuson Clinical Center - NCI Clinical Studies Support, Bethesda, Maryland, 20892-1182, United States",
NCT03391232,PolyPEPI1018 Vaccine and CDx for the Treatment of Metastatic Colorectal Cancer (OBERTO),https://clinicaltrials.gov/study/NCT03391232,OBERTO,COMPLETED,"Phase I/II clinical trial investigates the safety, tolerability, immunogenicity and preliminary efficacy of multiple doses of PolyPEPI1018 CRC vaccine as an add-on treatment to the standard-of-care maintenance therapy in patients with metastatic colorectal cancer. Clinical responses will be evaluated by indiction of T cell responses, T lymphocyte infiltration in accessible biopsy sites, and by objective tumor responses. This study will also explore the accuracy of the predicted T cell responses in each patient using the candidate companion diagnostic test and the correlations between clinical responses and predicted T cell responses.",YES,Colorectal Cancer,BIOLOGICAL: PolyPEPI1018 CRC Vaccine,"Number of Participants With Treatment Related Adverse Events, Occurrence of at least 1 ≥Grade 4 local adverse event (AE) or 1 ≥Grade 3 systemic AE and/or signs/symptoms, lab toxicities, and/or clinical events that is probably or definitely related to study treatment, from 1st vaccination to 21 days after last vaccinations, up to 41 weeks","Number of Participants Having T Cell Immune Response, Measured CD4+ and CD8+ T cell responses from each subject for each antigen of the vaccine, 12 weeks|Number of Predicted Antigen Specific T Cell Responses Per Patient, Epitopes restricted to multiple HLA class I alleles (Personal Epitope, PEPI) of a subject were predicted. PEPIs determined for each vaccine antigen can predict the antigen-specific T cell responses for each patient., 21 days","Number of Participants With Objective Tumor Responses - Objective Response Rate (RECIST v1.1), Per Response Evaluation Criteria In Solid Tumors Criteria (RECIST v1.1) for target lesions and assessed by MRI: Complete Response (CR), Disappearance of all target lesions; Partial Response (PR), \>=30% decrease in the sum of the longest diameter of target lesions; Overall Response (OR) = CR + PR.

CT scans were performed at screening and weeks 6,12 after each vaccination. The objective response were based on for each subject's last CT scan evaluation., 12 weeks|Number of Participants With Objective Tumor Responses - Disease Control Rate (Best Overall Response is Partial Response or Stable Disease), Per Response Evaluation Criteria In Solid Tumors Criteria (RECIST v1.1) for target lesions and assessed by MRI: Complete Response (CR), Disappearance of all target lesions; Partial Response (PR), \>=30% decrease in the sum of the longest diameter of target lesions; Stable Disease (SD) \<30% increase compare to smallest sum of the longest diameter of target lesions.

CT scans were performed at screening and weeks 6,12 after each vaccination. The DCR were counted as the best response (PR or SD) for each subject's during the trial., 12 weeks|Number of Participants Having Induced Recruitment of TILs, Assessments of TILs was performed using IHC (Immunoscore CR) CD3/CD8 testing on liver biopsy tissue samples obtained from subjects during a time course from baseline until the Last Visit. The CD3+ and CD8+ cell densities were determined in the core tumor and invasive margin using Immunohistochemistry (IHC) staining followed by digital pathology., Last visit, up to 38 weeks",Treos Bio Zrt,Mayo Clinic|University of Pisa|Laboratory Corporation of America|PPD|ImmunXperts SA,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,11,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,OBERTO 101,2018-05-03,2019-07-17,2019-07-17,2018-01-05,2022-04-14,2022-05-26,"Mayo Clinic, Rochester, Minnesota, 55905, United States|Universiti di Pisa, Pisa, PI, Italy","Study Protocol and Statistical Analysis Plan, https://cdn.clinicaltrials.gov/large-docs/32/NCT03391232/Prot_SAP_001.pdf|Informed Consent Form, https://cdn.clinicaltrials.gov/large-docs/32/NCT03391232/ICF_000.pdf"
NCT01355393,Vaccine Therapy in Combination With Rintatolimod and/or Sargramostim in Treating Patients With Stage II-IV HER2-Positive Breast Cancer,https://clinicaltrials.gov/study/NCT01355393,,COMPLETED,"This randomized phase I/II trial studies the side effects and best dose of rintatolimod when given together with vaccine therapy and sargramostim (GM-CSF) to see how well it works in treating patients with stage II-IV human epidermal growth factor receptor 2 (HER2)-positive breast cancer. Vaccines made from synthetic HER2/neu peptides may help the body build an effective immune response to kill tumor cells that express HER-2/neu. Adjuvant therapies, such as GM-CSF and rintatolimod, are additional cancer treatments given after the primary treatment to lower the risk that the cancer will come back and are one way to help vaccines produce stronger immune responses. Giving vaccine therapy together with rintatolimod and/or GM-CSF may be a safe and effective treatment for breast cancer.",NO,HER2-positive Breast Cancer|Male Breast Cancer|Recurrent Breast Cancer|Stage II Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer|Stage IV Breast Cancer,BIOLOGICAL: HER-2/neu peptide vaccine|BIOLOGICAL: sargramostim|DRUG: rintatolimod,"Evaluation of immune response among the different treatment arms in Stage I and II, Standard interferon (IFN)-gamma enzyme-linked immunospot (ELISPOT) assay will be used to evaluate CD4+ 1 T cell responses to HER2 immunizing peptides., Up to 12 months post-vaccination|Evaluation of safety and systemic toxicity among the different treatment arms in Stage I and II, Toxicity grading will be evaluated per Cancer Therapy Evaluation Program (CTEP) Common Terminology Criteria for Adverse Events (CTCAE) 4.0 and monitoring of adverse events (AEs) will be done per Food and Drug Administration (FDA) and National Cancer Institute (NCI) guidelines., Up to 4 months","Disease-free survival, Though not statistically powered to this endpoint, large differences if observed between the vaccine treatment groups will be noted and described., Time from study enrollment to time of first event, assessed up to 12 months post-vaccination|Overall survival, Though not statistically powered to this endpoint, large differences if observed between the vaccine treatment groups will be noted and described., Time from study enrollment to time of first event, assessed up to 12 months post-vaccination",,University of Washington,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,50,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,7425|NCI-2011-00658|7425/133|133 [Tumor Vaccine Group]|7425|P30CA015704,2011-07,2013-11,,2011-05-18,,2020-02-10,"Fred Hutchinson Cancer Research Center/University of Washington Cancer Consortium, Seattle, Washington, 98109, United States",
NCT06218511,A Phase I Trial of IMA970A Plus Montanide in Combination With Durvalumab (Anti-PD-L1),https://clinicaltrials.gov/study/NCT06218511,,RECRUITING,"The trial is designed as a single-arm, open-label, phase I study investigating an off-the-shelf, multi-peptide-base HCC vaccine plus Montanide, combined with Durvalumab in patients with very early, early and intermediate stage of HCC. The investigational agents will be applied without concomitant anti-tumour therapy with the intention to reduce risk of recurrence/progression in patients who have received all indicated standard treatments.",NO,Hepatocellular Carcinoma,BIOLOGICAL: Peptide-based hepatocellular carcinoma vaccine IMA970A|COMBINATION_PRODUCT: Durvalumab|OTHER: Montanide (Adjuvant),"Incidence of Treatment-Emergent Adverse Events (Safety and Tolerability), Safety assessments will consist of continuous monitoring and reporting of adverse events (AEs) including serious adverse events (SAEs), regular monitoring of vital signs, ECOG performance status and regular conduct of physical examinations and laboratory assessments (haematology, clinical \[bio\]chemistry including C reactive protein (CRP) and glomerular filtration rate (GFR), coagulation test, assessment of viral infection, thyroid function test (TFT), urinalysis), electrocardiogram (ECG) and pregnancy tests (if applicable). Possible cross-reactivity with live attenuated vaccination or flu vaccine will be assessed., 55 months (approximately 4.5 years)","Additional immunological parameters in blood (e.g. regulatory T-cells, myeloid derived suppressor cells), The number of events and the frequency of several MDSC and Treg populations will be presented., 55 months (approximately 4.5 years)|Infiltrating T-lymphocytes, immune cells and potential other (bio)markers in tumour tissue (depending on availability of tissue), The number of events and the frequency of infiltrating T-lymphocytes (TILs), other immune cells and potential other (bio)markers will be presented., 55 months (approximately 4.5 years)|DFS, Disease-free survival, 55 months (approximately 4.5 years)|PFS, progression-free survival, 55 months (approximately 4.5 years)|OS, Overall survival, Patients will be followed for overall survival every 2 months for up to 2 years after having completed the interventional part of the study at EOS.","Immunogenicity, The assessment of T-cell response in peripheral blood will be performed for all patients using standardized immune-monitoring assays. Peripheral blood mononuclear cells (PBMCs) of patients will be analysed for the occurrence of T-cell responses to peptides contained in IMA970A vaccine before application of standard therapy, such as before and after vaccination. The induction of immune responses by IMA970A vaccine will be subsequently analysed., 55 months (approximately 4.5 years)|Additional immunological parameters, e.g. regulatory T-cells, myeloid-derived suppressor cells, 55 months (approximately 4.5 years)|Infiltrating T-lymphocytes in tissue, Infiltrating T-lymphocytes in tissue (depending on availability of tissue), 55 months (approximately 4.5 years)|Serum/plasma biomarkers, Analysis of other immune cell populations that may influence T-cell responses such as regulatory T cells (Tregs) and myeloid-derived suppressor cells (MDSC) (cellular biomarkers) will be performed using PBMCs from pre- and post-vaccination time points., 55 months (approximately 4.5 years)|Assessment of the potential impact of the standard therapy on the natural immune response to peptides contained in IMA970A, The assessment of the natural immune response to peptides contained in IMA970A will be performed before start of standard anti-tumor therapy and thereafter (S 2) to assess whether the selected standard therapy has an influence on a potentially pre-existing (natural) immune response. Thus, available blood samples are used to reach this study endpoint and can therefore be justified, even if some patients turn out not to be eligible for study participation during S 2 procedures. Standardized sample collection, PBMC isolation and storage and standardized immunomonitoring assays will be used for this analysis., 55 months (approximately 4.5 years)","National Cancer Institute, Naples",,ALL,"ADULT, OLDER_ADULT",PHASE1,10,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,HEPAVAC 201|46/22,2022-11-22,2024-06,2026-11,2024-01-23,,2024-03-26,"Luigi Buonaguro, Napoli, 80131, Italy",
NCT00109811,Vaccine Therapy in Treating Patients With Recurrent Prostate Cancer,https://clinicaltrials.gov/study/NCT00109811,,COMPLETED,This phase II trial is studying how well vaccine therapy works in treating patients with recurrent prostate cancer. Vaccines made from peptides may help the body build an effective immune response to kill tumor cells,NO,Adenocarcinoma of the Prostate|Recurrent Prostate Cancer,BIOLOGICAL: PSA:154-163(155L) peptide vaccine|BIOLOGICAL: incomplete Freund's adjuvant|OTHER: laboratory biomarker analysis,"Change in frequency of CD8 T-lymphocyte precursors in peripheral blood mononuclear cells (PBMC), measured by ELISPOT assays, A response is defined as at least a 5 fold higher frequency of INF-gamma secreting CD8 T cells after vaccination than before. A patient also will be considered a responder if no specific PSA: 154-163(155L) response was found before vaccination and a specific PSA: 154-163(155L) response is identified after vaccination., From baseline to 1 week after the last dose of study treatment","Effect of treatment on serum prostate-specific antigen level, The PSA reduction is defined as is at least 50% fall in the serum PSA level after vaccination. The proportion of patients who showed a reduction in serum PSA will be estimated and corresponding 95% confidence intervals will be calculated., Up to 4 weeks after completion of study treatment|Incidence of adverse events graded according to NCI CTCAE version 3.0, Up to 4 weeks after completion of study treatment",,National Cancer Institute (NCI),,MALE,"ADULT, OLDER_ADULT",PHASE2,32,NIH,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,NCI-2012-02652|GCC-0430|CDR0000428259,2005-03,2007-09,,2005-05-04,,2013-01-23,"University of Maryland Greenebaum Cancer Center, Baltimore, Maryland, 21201-1595, United States",
NCT01853878,"A Study to Demonstrate the Benefit of a New Kind of Anti-cancer Treatment [PReferentially Expressed Antigen of MElanoma (PRAME) Immunotherapy] for Patients With Non-Small Cell Lung Cancer (NSCLC), After Removal of Their Tumor",https://clinicaltrials.gov/study/NCT01853878,PEARL,COMPLETED,"The purpose of this study was to test a potential new kind of anti-cancer treatment, called PRAME immunotherapy in resected patients with lung cancer.

Based on scientific and medical relevance, the clinical study was ended on 24 August 2016. The participants were no longer enrolled in the study, the follow ups on subjects were stopped and the collection and analysis of samples for further research purposes was stopped.

After the stop to recruitment, the study was unblinded, as per the amended protocol, the study treatment was continued and completed with the subjects of the active treatment group who were willing to continue. Subjects in the placebo group were withdrawn.

There was no longer an active follow-up of patients after discontinuation or completion of the treatment. The study ended 30 days after the last dose was administered.

As a result, primary and secondary objectives were not assessed as planned. All clinical and safety data collected in the study were analysed descriptively. For each biological sample already collected in the scope of this study and not tested yet, testing was not performed by default, except if a scientific rationale remained relevant despite the premature termination of the study.",YES,"Lung Cancer, Non-Small Cell",BIOLOGICAL: Recombinant PRAME protein combined with the AS15 Adjuvant System GSK2302032A|BIOLOGICAL: Placebo,"Time to Occurrence of Any Recurrence of Disease, Time to occurrence of any recurrence of disease was expressed in terms of rate: Person-year rate in each group = number of patients reporting at least one recurrence of disease (n)/ sum of follow-up period expressed in years (T\[year)\]) As a consequence of the decision to stop the PRAME-AS15-NSC-002 (ADJ) study, not all data were available for a full analysis. The median follow-up time was 10.3 months in the GSK2302032A group and 5.7 months in the Placebo group. Considering that two Phase III studies with recMAGE-A3 + AS15 failed to demonstrate clinical efficacy of the MAGE-A3 antigen specific cancer immunotherapeutic, GSK decided to stop the development of all recombinant protein based cancer vaccines and to stop recruitment in all the ongoing clinical studies., During the entire study (From Week 1 to Week 112)","Overall Survival (OS), OS was defined as the interval from randomization to the date of death, irrespective of the cause of death; patients still alive were censored at the last visit they are known to be alive. Considering that two Phase III studies with recMAGE-A3 + AS15 failed to demonstrate clinical efficacy of the MAGE-A3 antigen specific cancer immunotherapeutic, GSK decided to stop the development of all recombinant protein based cancer vaccines and to stop recruitment in all the ongoing clinical studies. Therefore, based on scientific and medical relevance, the decision was made to stop patient enrollment in the PRAME-AS15-NSC-002 (ADJ) clinical study and to stop follow-up visits, further sample collection for research purposes and the analysis of samples for research purposes. In consequence, the primary and secondary outcomes were not analysed as planned and clinical data for this outcome was not collected., During the entire study (From Week 1 to Week 112)|Lung-cancer-specific Survival, Lung-cancer specific survival was defined as defined as the interval from randomization to the date of death due to lung cancer; deaths due to other or unknown causes were censored at the date of death. Considering that two Phase III studies with recMAGE-A3 + AS15 failed to demonstrate clinical efficacy of the MAGE-A3 antigen specific cancer immunotherapeutic, GSK decided to stop the development of all recombinant protein based cancer vaccines and to stop recruitment in all the ongoing clinical studies. Therefore, based on scientific and medical relevance, the decision was made to stop patient enrollment in the PRAME-AS15-NSC-002 (ADJ) clinical study and to stop follow-up visits, further sample collection for research purposes and the analysis of samples for research purposes. In consequence, the primary and secondary outcomes were not analysed as planned and clinical data for this outcome was not collected., During the entire study (From Week 1 to Week 112)|Disease-free Specific Survival (DFSS), DFSS was defined as the interval from randomization to the date of first recurrence of disease or date of death due to lung cancer, whichever occurs first. Patients without recurrence or death due to lung cancer were censored at the date of last assessment. Considering that two Phase III studies with recMAGE-A3 + AS15 failed to demonstrate clinical efficacy of the MAGE-A3 antigen specific cancer immunotherapeutic, GSK decided to stop the development of all recombinant protein based cancer vaccines and to stop recruitment in all the ongoing clinical studies. Therefore, based on scientific and medical relevance, the decision was made to stop patient enrollment in the PRAME-AS15-NSC-002 (ADJ) clinical study and to stop follow-up visits, further sample collection for research purposes and the analysis of samples for research purposes. In consequence, the primary and secondary outcomes were not analysed as planned and clinical data for this outcome was not collected., During the entire study (From Week 1 to Week 112)|DFS (Disease-free Survival) at 2, 3, 4 and 5 Years After Randomization, Defined as the time from randomization to either the date of first recurrence of the disease or the date of death (whatever the cause), whichever occurred first. The 5-year active follow-up period planned in the initial study protocol was cancelled per Protocol Amendment 2, hence this analysis was not performed., During the entire follow-up period (From year 2 to Year 5)|Number of Subjects With Any Unsolicited Adverse Events (AEs), Unsolicited AEs covered any untoward medical occurrence in a clinical investigation subject temporally associated with the use of a medicinal product, whether or not considered related to the medicinal product and reported in addition to those solicited during the clinical study and any solicited symptom with onset outside the specified period of follow-up for solicited symptoms. Any was defined as the occurrence of any unsolicited AE regardless of intensity grade or relation to vaccination., Within the 31-day (Days 0-30) post-vaccine administration period|Anti-PRAME Antibody Concentrations, Considering that two Phase III studies with recMAGE-A3 + AS15 failed to demonstrate clinical efficacy of the MAGE-A3 antigen specific cancer immunotherapeutic, GSK decided to stop the development of all recombinant protein based cancer vaccines and to stop recruitment in all the ongoing clinical studies. Therefore, based on scientific and medical relevance, the decision was made to stop patient enrollment in the PRAME-AS15-NSC-002 (ADJ) clinical study and to stop follow-up visits, further sample collection for research purposes and the analysis of samples for research purposes. In consequence, the primary and secondary outcomes were not analysed as planned and clinical data for this outcome was not collected., At each defined time point from Week 0 till Concluding Visit (Week 112)|Number of Subjects With Any Abnormal Hematological and Biochemical Parameters, Hematological and biochemical parameters assessed were tabulated by maximum grade versus baseline, by CTCAE = Common Terminology Criteria for Adverse Events version 4.0 (Grade 1= mild; Grade 2= moderate; Grade 3= severe; Grade 4= life-threatening; Grade 5 = death; Grade Unknown) and by the type of abnormality (e.g. increased, decreased, prolonged, etc.). Some parameters (e.g. Anemia) already comprise within their definition the type of abnormality presented., During the entire study period (From Week 1 to Week 112)|Number of Subjects With Any Serious Adverse Events (SAEs), SAEs assessed included medical occurrences that resulted in death, were life threatening, required hospitalization or prolongation of hospitalization or resulted in disability/incapacity. An event that was part of the natural course of the disease under study (i.e., disease progression, recurrence) was captured in the study as an efficacy measure; therefore it did not need to be reported as an SAE., During the entire study (From Week 1 to Week 112)|Number of Subjects With Any Adverse Events (AEs) by Intensity Grade., Grading was done as per the Common Terminology Criteria for Adverse Events (CTCAE) of the U.S. National Cancer Institute, version 4.0. The intensity grades assessed were: 1, 2, 3, 4, 5 and Unknown., From Week 0 to Week 112",,GlaxoSmithKline,,ALL,"ADULT, OLDER_ADULT",PHASE2,137,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",116389|2012-002790-55,2013-06-12,2016-08-24,2016-08-24,2013-05-15,2019-08-28,2019-08-28,"GSK Investigational Site, Newark, Delaware, 19713, United States|GSK Investigational Site, Springfield, Illinois, 62702, United States|GSK Investigational Site, Rochester, Minnesota, 55905, United States|GSK Investigational Site, Manchester, New Jersey, 08759, United States|GSK Investigational Site, New York, New York, 10021, United States|GSK Investigational Site, Philadelphia, Pennsylvania, 19104, United States|GSK Investigational Site, Everett, Washington, 98201, United States|GSK Investigational Site, Seattle, Washington, 98104, United States|GSK Investigational Site, Tallinn, 13419, Estonia|GSK Investigational Site, Tartu, 51014, Estonia|GSK Investigational Site, Créteil cedex, 94010, France|GSK Investigational Site, Lyon cedex 08, 69373, France|GSK Investigational Site, Marseille cedex 20, 13915, France|GSK Investigational Site, Montpellier, 34295, France|GSK Investigational Site, Heidelberg, Baden-Wuerttemberg, 69126, Germany|GSK Investigational Site, Muenchen, Bayern, 81925, Germany|GSK Investigational Site, Immenhausen, Hessen, 34376, Germany|GSK Investigational Site, Herne, Nordrhein-Westfalen, 44623, Germany|GSK Investigational Site, Koeln, Nordrhein-Westfalen, 51109, Germany|GSK Investigational Site, Moers, Nordrhein-Westfalen, 47441, Germany|GSK Investigational Site, Muenster, Nordrhein-Westfalen, 48153, Germany|GSK Investigational Site, Velbert, Nordrhein-Westfalen, 42551, Germany|GSK Investigational Site, Grosshansdorf, Schleswig-Holstein, 22927, Germany|GSK Investigational Site, Berlin, 13125, Germany|GSK Investigational Site, Hyogo, 673-8558, Japan|GSK Investigational Site, Kanagawa, 232-0024, Japan|GSK Investigational Site, Kanagawa, 241-8515, Japan|GSK Investigational Site, Shizuoka, 411-8777, Japan|GSK Investigational Site, Seoul, 120-752, Korea, Republic of|GSK Investigational Site, Szczecin, 70-891, Poland|GSK Investigational Site, Zakopane, 34-500, Poland|GSK Investigational Site, Chelyabinsk, 454087, Russian Federation|GSK Investigational Site, St. Petersburg, 197 089, Russian Federation|GSK Investigational Site, St. Petersburg, 197758, Russian Federation|GSK Investigational Site, Cambridge, Cambridgeshire, CB23 3RE, United Kingdom|GSK Investigational Site, Edinburgh, Midlothian, EH4 2XU, United Kingdom|GSK Investigational Site, Birmingham, B9 5SS, United Kingdom|GSK Investigational Site, Manchester, M23 9LT, United Kingdom|GSK Investigational Site, Sheffield, S10 2SJ, United Kingdom",
NCT04523688,Vaccination With Autologous Dendritic Cells Loaded With Autologous Tumour Homogenate in Glioblastoma,https://clinicaltrials.gov/study/NCT04523688,Combi G-Vax,RECRUITING,"Single arm, monocentric trial to assess the safety and the progression-free survival related to the combined treatment of dendritic cell vaccine loaded with autologous tumor homogenate and temozolomide in patients operated for glioblastoma and then treated with standard radiochemotherapy (according to Stupp regimen).",NO,Glioblastoma|Vaccination,BIOLOGICAL: Autologous Dendritic Cells (DC) vaccine|DRUG: Temozolomide,"clinical activity, Progression free survival (PFS), measured as the proportion of patients without progression of disease at three months from leukapheresis, about 55 months|Incidence of Treatment-Emergent Adverse Events, Proportion of patients experienced grade 3 or higher adverse events related to the study treatment, about 55 months","Immune response in vivo, Evaluation of the prognostic role of a positive DTH test after at least four vaccine administrations, about 32 months|Clinical Outcome (Overall Survival (OS)), Overall Survival (OS) is calculated as the time from the date of leukapheresis to the date of death for any cause. Patients still alive at the time of analysis are censored at the last time they are known to be alive., about 55 months|Immunological efficacy, Immunological efficacy: ability to enhance the proportion of circulating immune effectors specific for tumor antigens; evaluation of the persistence of an anti-tumor immune response; determination of plasma levels of a panel of inflammatory cytokines and pro-angiogenic factors; evaluation of the prognostic and predictive role of tumor antigen expression in tumor tissue; analysis of the prognostic and predictive role of immune cells in the peripheral blood and in the tumor microenvironment, about 55 months|Human leukocyte antigen (HLA) class I and II characterization characterization of patients, Explorative endpoint (optional participation for patients): HLA class I and II characterization of patients, about 32 months",,Istituto Scientifico Romagnolo per lo Studio e la cura dei Tumori,,ALL,"ADULT, OLDER_ADULT",PHASE2,28,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,IRST191.05,2021-03-25,2025-07,2025-12,2020-08-24,,2023-02-17,"Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (IRST), Meldola, FC, 47014, Italy",
