NCT Number	Study Summary
NCT05683834	Study Title: Trial Evaluating the Immunogenicity and Safety of an Adjuvanted Epstein-Barr Virus (EBV) Glycoprotein 350 Vaccine in EBV-seronegative Persons. Brief Summary: Background: Epstein-Barr virus (EBV) causes most cases of infectious mononucleosis (mono). Mono can cause fatigue that lasts more than 6 months, and some people can have severe complications. EBV infection may also contribute to some cancers and autoimmune diseases. Currently, there are no approved therapies or vaccines for EBV infection. Objective: To test a vaccine against EBV. Eligibility: Healthy people aged 18 to 25 years. Design: Participants will be screened in 2 parts. They will have a blood test. If that test shows they have never had an EBV infection, they will have a second clinic visit. They will have a physical exam, with blood and urine tests. A cotton swab will be rubbed on their gums to collect saliva. Participants will receive 2 injections into a shoulder muscle. Some will receive the EBV vaccine. Others will receive a placebo; this contains harmless salt water with no vaccine. Participants will not know which one they are getting. The 2 injections will be 30 days apart. Participants will be asked to record any side effects or symptoms they have between visits. They can do this on paper or online. Participants will return for a follow-up visit 60 days after the first injection. They will have follow-up visits by phone or telehealth after 5 and 8 months. They will return for a physical exam after 13 months. They may come back for an optional physical exam after 2 years. Participants will come to the clinic if they become ill with an EBV infection during the study.
NCT00373217	Study Title: Vaccine Therapy, Paclitaxel, and Carboplatin in Treating Patients Who Are Undergoing Surgery for Stage III or Stage IV Ovarian Cancer, Primary Peritoneal Cancer, or Fallopian Tube Cancer. Brief Summary: RATIONALE: Vaccines made from peptides may help the body build an effective immune response to kill tumor cells. Drugs used in chemotherapy, such as paclitaxel and carboplatin, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Giving chemotherapy before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed. Giving vaccine therapy and chemotherapy after surgery may kill any tumor cells that remain after surgery. PURPOSE: This phase II trial is studying how well giving vaccine therapy together with paclitaxel and carboplatin works in treating patients who are undergoing surgery for stage III or stage IV ovarian cancer, primary peritoneal cancer, or fallopian tube cancer.
NCT00037713	Study Title: Survival in a Randomized Phase III Trial in Patients With Limited Disease (LD) Small Cell Lung Cancer Vaccinated With Adjuvant BEC2 and BCG. Brief Summary: This trial is designed to test the impact of adjuvant BEC2 (2.5 mg)/BCG vaccination on survival in patients with LD Small Cell Lung Cancer (SCLC). Patients will be stratified by institution, KPS (60 - 70% vs 80 - 100%), and response to first line combined modality therapy (CR vs PR) that consisted of at least a 2 drug regimen (4 - 6 cycles) and a chest radiotherapy regimen. Patients will be randomized to one of two treatment arms: standard arm (Observational cohort) or best supportive care, or the treatment arm (5 intradermal vaccinations of BEC2 (2.5 mg) + BCG given on day 1 of weeks 0, 2, 4, 6, and 10.
NCT02873819	Study Title: Safety and Efficacy Study of GL-0817 (With Cyclophosphamide) for the Prevention of Recurrence of Squamous Cell Carcinoma of the Oral Cavity. Brief Summary: This is a multi-center, randomized, double-blind clinical trial to assess the safety and efficacy of GL-0817 as a means to prevent disease recurrence in patients considered at high-risk following surgery and adjuvant chemoradiotherapy.
NCT01096134	Study Title: Mother - Daughter Initiative (MDI) in Cervical Cancer Prevention. Brief Summary: The Mother-Daughter Initiative (MDI) will test the feasibility and acceptability of a strategy to deliver comprehensive cervical cancer prevention services in Thailand and the Philippines by integrating the HPV vaccine for girls ages 9-13 into already successful screening and treatment programs for mothers.
NCT04270149	Study Title: Cancer Peptides Plus GM-CSF and Adjuvant in Breast Cancer. Brief Summary: This is a phase I study looking at the safety of cancer peptides combined with adjuvant and GM-CSF in subjects with estrogen receptor (ESR) positive breast cancer. The primary objective of the study is to determine the safety of of the peptide vaccine. The secondary objective is to evaluate the immune response to the vaccine. The peptides used in this vaccine are derived from the estrogen receptor and are combined with the adjuvant Montanide ISA and GM-CSF to enhance their immune response. A peptide vaccine of these peptides may improve outcomes of patients with endocrine resistant breast cancer.
NCT01720836	Study Title: Study of the Immune Response of MUC1 (Mucin1) Peptide Vaccine for Non-small Cell Lung Cancer. Brief Summary: All subjects will receive the vaccine subcutaneously every 3 weeks x 3 with optional yearly booster vaccines up to and including 5 years post last vaccine for those patients who are confirmed responders to the vaccine . The rationale for using Poly-ICLC as an adjuvant are two ongoing trials at University of Pittsburgh Cancer Institute (UPCI) of the MUC1 100mer peptide vaccine - one as a therapeutic vaccine in subjects with metastatic castrate resistant prostate cancer and the other in subjects with advanced colonic adenomas at risk for developing colon cancer. The same formulation, MUC1 100mer peptide admixed with Poly-ICLC, is used in both trials. There has been no toxicity observed and the vaccine is highly immunogenic in early disease. In the proposed NSCLC trial the anti-MUC1 immune response will be thoroughly characterized.
NCT03559413	Study Title: Patient-individualized Peptide Vaccination Based on Tumor-specific Mutations in Children and Young Adults With Primary/Relapsed ALL. Brief Summary: The aim of this clinical study is to evaluate the feasibility and safety of an individualized peptide vaccination approach in patients with acute lymphoblastic leukemia (ALL). For this purpose, tumor-specific mutations are analyzed by comparative exome sequencing of tumor and healthy reference tissue. Expression of variants is further validated by RNA sequencing. In a second step, HLA-binding (human leukocyte antigen-binding) peptides derived from mutated protein sequences are selected for vaccination. The peptides are administered as a vaccination cocktail with adjuvant GM-CSF and Imiquimod over a course of 9 months and a total of 16 vaccinations. Primary objective is the de novo induction of a specific T cell response without unacceptable toxicity and acute GvHD (graft versus host disease).
NCT01079741	Study Title: Safety Study of Adjuvant Vaccine to Treat Melanoma Patients. Brief Summary: The incidence of melanoma is increasing with an estimated incidence of 59,940 cases and an annual death rate of 8110 in 2007. Although patients diagnosed with early stage disease have an excellent clinical outcome, patients diagnosed with advanced or recurrent disease, continue to have a high mortality rate, even with initial optimal surgical resection. Effective adjuvant strategies are needed to increase the time to progression and to decrease the recurrence rate. Immunotherapy has long been recognized as a potential therapy for melanoma; the goal of adjuvant vaccine therapy is to train the endogenous immune system to recognize and target minimal residual disease.
NCT00006470	Study Title: Vaccine Therapy Plus Radiation Therapy in Treating Patients With Non-small Cell Lung Cancer That Has Been Completely Removed in Surgery. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. Radiation therapy uses high-energy x-rays to damage tumor cells. Combining these two treatments may kill more tumor cells. PURPOSE: Phase II trial to study the effectiveness of combining vaccine therapy with radiation therapy in treating patients who have stage II or stage IIIA non-small cell lung cancer that has been completely removed in surgery.
NCT01222221	Study Title: Vaccine Therapy, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme. Brief Summary: RATIONALE: Vaccines made from peptides may help the body build an effective immune response to kill tumor cells. Drugs used in chemotherapy, such as temozolomide, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Radiation therapy uses high-energy x-rays to kill tumor cells. Giving vaccine therapy together with temozolomide and radiation therapy may kill more tumor cells. PURPOSE: This phase I trial is studying the side effects of vaccine therapy when given together with temozolomide and radiation therapy in treating patients with newly diagnosed glioblastoma multiforme.
NCT04911621	Study Title: Adjuvant Dendritic Cell Immunotherapy for Pediatric Patients With High-grade Glioma or Diffuse Intrinsic Pontine Glioma. Brief Summary: Childhood aggressive gliomas are rare brain tumors with very poor prognosis. Due to the tumor's location and infiltrative nature, surgical removal is not always possible, and even when resection is performed and combined with chemo- and/or radiotherapy, tumor cells frequently persist, eventually giving rise to tumor recurrence. A promising strategy to eradicate persisting tumor cells is vaccination with dendritic cells (DC). DC are immune cells that play an important role in organizing the body's defense against cancer. The goal of DC vaccination is to activate these natural anti-tumor defense mechanisms to delay or prevent tumor progression or recurrence. Previous clinical studies have demonstrated that DC vaccination is well-tolerated, safe and capable of eliciting tumorspecific immunity. A clinical study including 10 pediatric patients (aged ≥ 12 months and \< 18 years at the time of signing the informed consent) with brain (stem) tumors is initiated at the Antwerp University Hospital to investigate intradermal vaccination with WT1 mRNA-loaded autologous monocyte-derived DCs, either combined with first-line chemoradiation treatment or administered as adjuvant therapy following previous therapies. The general objective of this phase I/II clinical study is (1) to demonstrate that WT1-targeted DC vaccine production and administration in pediatric patients with HGG and DIPG, either combined with first-line chemoradiation treatment or administered as adjuvant therapy following previous therapies, is feasible and safe, (2) to study vaccine-induced immune responses, (3) to document patients' quality of life and clinical outcome for comparison with current patients' outcome allowing indication of the added value.
NCT00437502	Study Title: A Phase I Study of Ovarian Cancer Peptides Plus GM-CSF and Adjuvant With Ovarian, Tubal or Peritoneal Cancer. Brief Summary: This study will evaluate the safety of administering a peptide vaccine consisting of twelve different tumor-rejection antigens known to be present on ovarian tumor cells. The vaccine is designed to elicit immune responses against twelve different pathways that are essential to tumor growth, survival and metastasis.HLA-A2+ is a required criteria for subject eligibility.
NCT01595321	Study Title: Pancreatic Tumor Cell Vaccine (GVAX), Low Dose Cyclophosphamide, Fractionated Stereotactic Body Radiation Therapy (SBRT), and FOLFIRINOX Chemotherapy in Patients With Resected Adenocarcinoma of the Pancreas. Brief Summary: The purpose of this study is to estimate safety of a whole cell vaccine with immune modulating doses of cyclophosphamide followed by SBRT and FOLFIRINOX chemotherapy in pancreatic cancer patients after surgery.
NCT01390064	Study Title: Vaccination of High Risk Breast Cancer Patients. Brief Summary: Objective - Determine the safety and tolerability of a peptide mimotope-based vaccine upon immunization of breast cancer subjects.
NCT00455221	Study Title: Safety Assessment of a Multipeptide-gene Vaccine in CML. Brief Summary: The primary purpose of this study is to evaluate the safety of a peptide-gene vaccine against CML in patients under Imatinib treatment. We will also perform some laboratory tests suggesting biological response.
NCT00928902	Study Title: Trial for the Evaluation of the Effect of Systemic Low-dose Interleukin-2 (IL-2) on the Immunogenicity of a Vaccine Comprising Synthetic Melanoma Peptides Administered With Granulocyte-macrophage Colony-stimulating Factor (GM-CSF)-In-Adjuvant, in Patients With High Risk Melanoma. Brief Summary: This clinical pilot study will test the hypothesis that systemic low-dose IL-2 therapy significantly enhances the immunologic efficacy of a vaccine comprising melanoma peptides plus GM-CSF-in-adjuvant.
NCT00019721	Study Title: Vaccine Therapy With or Without Interleukin-2 in Treating Patients With Metastatic Melanoma. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. Interleukin-2 may stimulate a person's white blood cells to kill tumor cells. Combining vaccine therapy with interleukin-2 may be an effective treatment for metastatic melanoma. PURPOSE: Phase II trial to compare the effectiveness of vaccine therapy with or without interleukin-2 in treating patients who have metastatic melanoma that has not responded to previous therapy.
NCT02405221	Study Title: Safety and Feasibility of TA-CIN Vaccine in HPV16 Associated Cervical Cancer. Brief Summary: This study will be looking at what dose of the TA-CIN vaccine is safe and effective in patients with a history of HPV16-associated cervical cancer.
NCT05726864	Study Title: A Study of ELI-002 7P in Subjects With KRAS/NRAS Mutated Solid Tumors. Brief Summary: This is a Phase 1/2 study to assess the safety and efficacy of ELI-002 7P immunotherapy (a lipid-conjugated immune-stimulatory oligonucleotide \[Amph-CpG-7909\] plus a mixture of lipid-conjugated peptide-based antigens \[Amph-Peptides 7P\]) as adjuvant treatment in subjects with solid tumors with mutated KRAS/NRAS. This study builds on the experience obtained with related product ELI-002 2P, which was studied in protocol ELI-002-001 under IND 26909.
NCT00021164	Study Title: Vaccine Therapy in Treating Patients With Metastatic Cancer. Brief Summary: RATIONALE: Vaccines made from a peptide may make the body build an immune response and kill tumor cells. PURPOSE: Randomized phase II trial to study the effectiveness of vaccine therapy in treating patients who have metastatic cancer.
NCT00003002	Study Title: HER-2/Neu Vaccine Plus GM-CSF in Treating Patients With Stage III or Stage IV Breast, Ovarian, or Non-small Cell Lung Cancer. Brief Summary: RATIONALE: Vaccines made from the HER2/neu antigen may make the body build an immune response and kill tumor cells. Colony-stimulating factors such as GM-CSF increase the number of immune cells found in bone marrow or peripheral blood. PURPOSE: Phase I trial to study the effectiveness of HER-2/neu vaccine plus GM-CSF in treating patients who have stage III or stage IV breast cancer, stage III or stage IV ovarian cancer, or stage III or stage IV non-small cell lung cancer.
NCT02126579	Study Title: Phase I/II Trial of a Long Peptide Vaccine (LPV7) Plus TLR Agonists. Brief Summary: The purpose of this study is to learn what effects (good and bad) an experimental vaccine (LPV7) plus tetanus peptide and other substances called polyICLC, resiquimod, and Montanide ISA-51 have on you and your melanoma. We will also look at whether the experimental vaccine and these drugs cause any changes in your immune system.
NCT00004184	Study Title: Monoclonal Antibody Therapy in Treating Patients With Stage III or Stage IV Melanoma. Brief Summary: RATIONALE: Monoclonal antibodies can locate tumor cells and either kill them or deliver tumor-killing substances to them without harming normal cells. PURPOSE: Phase I/II trial to study the effectiveness of monoclonal antibody therapy in treating patients who have stage III or stage IV melanoma at high risk for recurrence following surgery to remove the tumor.
NCT00849121	Study Title: Two-Arm Study of a DNA Vaccine Encoding Prostatic Acid Phosphatase (PAP) in Patients With Non-Metastatic Castrate-Resistant Prostate Cancer. Brief Summary: The investigators are trying to find new methods to treat prostate cancer. The approach is to try to enhance patients' own immune response against the cancer. In this study, the investigators will be testing the safety of a vaccine that may be able to help the body fight prostate cancer. The vaccine, called pTVG-HP, is a piece of DNA genetic material that contains genetic code for a protein that is made by the prostate gland, called prostatic acid phosphatase (PAP). The vaccine will be given together with a substance called an adjuvant. Adjuvants are typically given with vaccines and can improve the effect of the vaccine. The adjuvant that will be used in this study is called granulocyte-macrophage colony-stimulating factor (GM-CSF). The main purpose of this study is to find out whether the vaccine generates long-lived immune responses, and whether a better schedule of vaccination can be found by doing frequent laboratory testing for immune responses. The investigators also want to see if the vaccine stimulates any immune reaction against cancer cells.
NCT00003279	Study Title: Vaccination Therapy in Treating Patients With Limited-Stage Small Cell Lung Cancer. Brief Summary: RATIONALE: Vaccines may help the body build an immune response to kill tumor cells. PURPOSE: Randomized phase III trial to compare the effectiveness of vaccination with monoclonal antibody BEC2 and BCG with that of no further therapy in treating patients who have limited-stage small cell lung cancer.
NCT01480479	Study Title: Phase III Study of Rindopepimut/GM-CSF in Patients With Newly Diagnosed Glioblastoma. Brief Summary: This 2-arm, randomized, phase III study will investigate the efficacy and safety of the addition of rindopepimut (an experimental cancer vaccine that may act to promote anti-cancer effects in patients who have tumors that express the EGFRvIII protein) to the current standard of care (temozolomide) in patients with recently diagnosed glioblastoma, a type of brain cancer. All patients will be administered temozolomide, the standard treatment for glioblastoma. Half the patients will be randomly assigned to receive rindopepimut and half the patients will be randomly assigned to receive a control called keyhole limpet hemocyanin. Patients will be treated in a blinded fashion (neither the patient or the doctor will know which arm of the study the patient is on). Patients will be treated until disease progression or intolerance to therapy and all patients will be followed for survival.
NCT00030602	Study Title: Vaccine Therapy in Treating Patients With Recurrent Prostate Cancer. Brief Summary: RATIONALE: Vaccines may make the body build an immune response to kill tumor cells. PURPOSE: Phase II trial to study the effectiveness of vaccine therapy in treating patients who have recurrent prostate cancer.
NCT01978964	Study Title: Phase 1b Maintenance Therapy Study of ONT-10 in Patients With Solid Tumors. Brief Summary: This is an open label phase 1b maintenance therapy study to evaluate the long-term safety, immunogenicity, and anti-tumor effects of repeat-dose vaccination with ONT-10 in patients who have demonstrated safety and clinical benefit on the original ONT-10-001 phase 1 study.
NCT06258564	Study Title: The Adjuvant Effect of HPV Vaccination on Recurrence of Cervical Precancer or Carcinoma in Women Undergoing Conization. Brief Summary: Assessment of the association between human papillomavirus vaccination (HPV) and recurrences of cervical intraepithelial neoplasia grade 2 or worse (CIN2+) in women undergoing conization.
NCT04382664	Study Title: UV1 Vaccination Plus Nivolumab and Ipilimumab in Treatment of Melanoma. Brief Summary: UV1 is a therapeutic cancer vaccine that has been explored in prostate, lung cancer, in combination with ipilimumab in malignant melanoma and in combination with pembrolizumab in metastatic melanoma. This study will explore the Efficacy and Safety of UV1 administered with GM-CSF in combination with nivolumab and ipilimumab.
NCT00001703	Study Title: Vaccine Therapy With Tumor Specific Mutated VHL Peptides in Adult Cancer Patients With Renal Cell Carcinoma. Brief Summary: About 27,000 new cases of renal cell carcinoma (RCC) are diagnosed every year in the United States. 11,000 of these cases will die from the disease. More than half of patients present with advanced or metastatic disease for which chemotherapy plays a very limited role. Therefore, development of another therapeutic approach is needed. Cancers in humans are commonly associated with mutations in dominant and recessive oncogenes. These genes produce mutated proteins that are unique to cancer cells. Von Hipple-Lindau (VHL) gene which is associated with the development of the VHL disease, has been recently mapped and cloned, and it is found to be mutated in 57% of sporadic renal cell carcinomas. Data in mice have shown the generation of major histocompatibility complex (MHC) restricted cytotoxic T lymphocyte (CTL) that are capable of detecting endogenous cytoplasmic peptide derived from mutated oncogenes. In addition, we have recently demonstrated, by conducting different phase I clinical trials in which we vaccinate cancer patients with mutated Ras or p53 peptides corresponding to the abnormality patients harbor in their tumors, that in some patients we can generate immunological responses represented by the generation of lymphocytes (CD4+ and/or CD8+). In the current study, we would like to extend our observations to test whether VHL tumor suppressor protein can be immunologically targeted by vaccination. We have identified specific epitopes along the amino acid sequence of the VHL protein, which represent known specific human leukocyte antigen (HLA) class-I binding motifs. These amino acids stretches in the VHL protein correspond to the area of the point mutation hot spots. Therefore, we propose to treat patients with sporadic RCC who carry VHL mutations in their tumors with corresponding mutant VHL peptide vaccination. This vaccination will be done either by using pulsed-autologous peripheral mononuclear cells with the peptides, or peptides administered subcutaneously alone or in combination with cytokines.
NCT00091338	Study Title: Interleukin-7 and Vaccine Therapy in Treating Patients With Metastatic Melanoma. Brief Summary: RATIONALE: Interleukin-7 may stimulate a person's white blood cells to kill tumor cells. Vaccines made from peptides may make the body build an immune response to kill tumor cells. Combining interleukin-7 with vaccine therapy may kill more tumor cells. PURPOSE: This phase I trial is studying the side effects and best dose of interleukin-7 when given with vaccine therapy in treating patients with metastatic melanoma.
NCT00398138	Study Title: Vaccine Therapy and GM-CSF in Treating Patients With Acute Myeloid Leukemia, Myelodysplastic Syndromes, Non-Small Cell Lung Cancer, or Mesothelioma. Brief Summary: RATIONALE: Vaccines made from peptides may help the body build an effective immune response to kill cancer cells. Biological therapies, such as GM-CSF, may stimulate the immune system in different ways and stop cancer cells from growing. Giving vaccine therapy together with GM-CSF may kill more cancer cells. PURPOSE: This phase I trial is studying the side effects of vaccine therapy and GM-CSF in treating patients with acute myeloid leukemia, myelodysplastic syndromes, non-small cell lung cancer, or mesothelioma.
NCT05254184	"Study Title: KRAS-Targeted Vaccine With Nivolumab and Ipilimumab for Patients With NSCLC. Brief Summary: This is a single institution, Phase 1 study for patients with Stage III/IV unresectable Kirsten rat sarcoma (KRAS) mutated NSCLC to evaluate safety of the pooled mutant-KRAS peptide vaccine (KRAS peptide vaccine) with polyinosinic-polycytidylic acid (poly-ICLC) adjuvant in combination with nivolumab and ipilimumab in the first line treatment setting. The primary objectives of this study are to determine the safety and feasibility of administering the KRAS peptide vaccine with poly-ICLC adjuvant in combination with nivolumab and ipilimumab. The secondary objectives are to estimate the progression free survival (PFS) of pooled mutant-KRAS long peptide vaccine with poly-ICLC adjuvant in combination with Ipilimumab + Nivolumab for the first line treatment of patients with unresectable Stage III/IV NSCLC whose tumors harbor selected KRAS mutations (KRAS glycine-to-cysteine substitution at codon 12 (G12C), KRAS glycine-to-valine substitution at codon 12 (G12V), KRAS glycine-to-Detoxglyphosate substitution at codon 12 (G12D), KRAS glycine-to-arginine substitution at codon 12 (G12A), KRAS glycine-to-Aspartic Acid ""D"" at codon 13 (G13D) or KRAS G12R) and to assess the impact of predicted KRAS mutations on mutant-KRAS specific T cell responses in the peripheral blood of these patients. Exploratory objectives will assess the impact of predicted KRAS mutations on mutant-KRAS specific T cell responses in the peripheral blood, as well as changes in circulating tumor deoxyribonucleic acid (ctDNA). Approximately 15 subjects will be enrolled to have 12 evaluable subjects for T cell response assessment. Safety analysis will include all enrolled patients who receive at least one dose of vaccine. The evaluable population for T cell response will consist of all patients who receive at least one dose of vaccine and have baseline and post-treatment T cell measures in the peripheral blood at 12 weeks."
NCT04704908	Study Title: Immuno-persistence Study of a Recombinant Human Papillomavirus 16/18 Bivalent Vaccine in Preadolescent Girls (54m). Brief Summary: The primary objective of this study is to evaluate the immuno-persistence (type specific IgG antibody) of the tested vaccine administered in girls aged 9-17 years,comparing to young healthy adults of 18-26 years who received the standard 3-dose schedule (0,1,6 months).
NCT00324623	Study Title: Cyclophosphamide and Fludarabine Followed by Cellular Adoptive Immunotherapy and Vaccine Therapy in Patients With Metastatic Melanoma. Brief Summary: RATIONALE: Drugs used in chemotherapy, such as cyclophosphamide and fludarabine, may be used to prepare the body for other treatments, such as cellular adoptive immunotherapy. Biological therapies, such as cellular adoptive immunotherapy, may stimulate the immune system in different ways and stop tumor cells from growing. Vaccines may help the body build an effective immune response to kill tumor cells. Giving cyclophosphamide together with fludarabine followed by biological therapy may be an effective treatment for metastatic melanoma. PURPOSE: This phase I trial is studying the side effects of giving cyclophosphamide together with fludarabine followed by cellular adoptive immunotherapy, and vaccine therapy in treating patients with metastatic melanoma.
NCT00470379	Study Title: Vaccine Therapy and Resiquimod in Treating Patients With Stage II, Stage III, or Stage IV Melanoma That Has Been Completely Removed by Surgery. Brief Summary: RATIONALE: Vaccines made from peptides may help the body build an effective immune response to kill tumor cells. Giving vaccine therapy together with resiquimod may make a stronger immune response and prevent or delay the recurrence of cancer. PURPOSE: This clinical trial is studying the side effects, best dose, and best way to give vaccine therapy together with resiquimod in treating patients with stage II, stage III, or stage IV melanoma that has been completely removed by surgery.
NCT01204684	"Study Title: Dendritic Cell Vaccine for Patients With Brain Tumors. Brief Summary: The main purpose of this study is to evaluate the most effective immunotherapy vaccine components in patients with malignant glioma. Teh investigators previous phase I study (IRB #03-04-053) already confirmed that this vaccine procedure is safe in patients with malignant brain tumors, and with an indication of extended survival in several patients. However, the previous trial design did not allow us to test which formulation of the vaccine was the most effective. This phase II study will attempt to dissect out which components are most effective together. Dendritic cells (DC) (cells which ""present"" or ""show"" cell identifiers to the immune system) isolated from the subject's own blood will be treated with tumor-cell lysate isolated from tumor tissue taken from the same subject during surgery. This pulsing (combining) of antigen-presenting and tumor lysate will be done to try to stimulate the immune system to recognize and destroy the patient's intracranial brain tumor. These pulsed DCs will then be injected back into the patient intradermally as a vaccine. The investigators will also utilize adjuvant imiquimod or poly ICLC (interstitial Cajal-like cell) in some treatment cohorts. It is thought that the host immune system might be taught to ""recognize"" the malignant brain tumor cells as ""foreign"" to the body by effectively presenting unique tumor antigens to the host immune cells (T-cells) in vivo."
NCT04864379	Study Title: Clinical Study of a Personalized Neoantigen Cancer Vaccine Combined With Anti-PD-1 and RFA in Patients With Solid Tumors. Brief Summary: This research study is evaluating a new type of personalized neoantigen cancer vaccine（iNeo-Vac-P01）combined with anti-PD-1 antibody and radiofrequency ablation as a possible treatment for patients with advanced solid tumors. The primary objective of this trial is to evaluate safety, tolerability and immunogenicity of iNeo-Vac-P01 in combination with anti-PD-1 and radiofrequency ablation, so as to provide a new personalized therapeutic strategy for patients. It is known that cancer patients have mutations (changes in genetic material) that are specific to an individual patient and tumor. These mutations can cause the tumor cells to produce proteins that appear very different from the body's own cells. It is possible that these proteins used in a vaccine may induce strong immune responses, which may help the participant's body fight any tumor cells that could cause the cancer to come back in the future. The study will examine the safety of the vaccine when given at several different time points and will examine the participant's blood cells for signs that the vaccine induced an immune response.
NCT02721043	Study Title: Safety and Immunogenicity of Personalized Genomic Vaccine to Treat Malignancies. Brief Summary: The purpose of this study is to test the safety, tolerability, and immunogenicity of Personalized Genomic Vaccine 001 (PGV001) in subjects with advanced non-hematologic malignancies. PGV001 is a peptide vaccine that is based on a patient's own tumor sequence. Each patient's tumor is sequenced and peptides that correspond to the tumors are made. These peptides combined with the adjuvant Poly-ICLC (Hiltonol, Oncovir) make PGV001. The adjuvant Poly-ICLC is added to boost the immune response to the peptides and together will expand immune cells to target cancer.
NCT02802943	Study Title: iVAC-CLL01: Patient-individualized Peptide Vaccination After First Line Therapy of CLL. Brief Summary: The aim of this study is to induce a peptide-specific immune response in CLL patients by multi-peptide vaccination with a patient-individualized peptide cocktail.
NCT00091143	Study Title: Fludarabine Followed by Vaccine Therapy and White Blood Cell Infusions in Treating Patients With Unresectable or Metastatic Melanoma. Brief Summary: RATIONALE: Drugs used in chemotherapy, such as fludarabine, work in different ways to stop tumor cells from dividing so they stop growing or die. Vaccines made from peptides may make the body build an immune response to kill tumor cells. Infusions of a person's white blood cells may be able to replace immune cells that were destroyed by chemotherapy. Combining fludarabine with vaccine therapy and white blood cell infusions may kill more tumor cells. PURPOSE: This randomized phase I trial is studying the side effects of giving vaccine therapy together with fludarabine and white blood cell infusions and to see how well it works in treating patients with unresectable or metastatic melanoma.
NCT00006243	Study Title: Vaccine Therapy and Sargramostim in Treating Patients With Stage IV Malignant Melanoma. Brief Summary: This randomized pilot clinical trial studies vaccine therapy and sargramostim in treating patients with stage IV malignant melanoma. Vaccines made from melanoma peptides or antigens may help the body build an effective immune response to kill tumor cells. Colony-stimulating factors, such as sargramostim, increase the number of white blood cells and platelets found in bone marrow or peripheral blood. Giving vaccine therapy together with sargramostim may be an effective treatment for malignant melanoma.
NCT04674306	Study Title: Adjuvant Therapy With an Alpha-lactalbumin Vaccine in Triple-Negative Breast Cancer. Brief Summary: The purpose of this study is to determine the safety as well as the most effective dose of the alpha-lactalbumin vaccine (aLA breast cancer vaccine) to treat patients with non-metastatic triple negative breast cancer, participants who are of cancer-free but may be at risk for triple-negative breast cancer, and for participants who are receiving adjuvant pembrolizumab following initial triple negative breast cancer treatment.
NCT00019006	Study Title: Vaccine Therapy in Treating Patients With Colon, Pancreatic, or Lung Cancer. Brief Summary: RATIONALE: Vaccines made from mutated ras peptides may make the body build an immune response to and kill tumor cells. PURPOSE: Phase I trial to study the effectiveness of a vaccine containing mutated ras peptides and an immune adjuvant in treating patients who have colon, pancreatic, or lung cancer.
NCT01735006	Study Title: Efficacy and Immunogenicity Study of Recombinant Human Papillomavirus Bivalent（Type 16/18 ）Vaccine. Brief Summary: This is a Phase III clinical trial of the novel recombinant HPV 16/18 bivalent vaccine manufactured by Xiamen Innovax Biotech CO., LTD. The primary objective of this study is to demonstrate the efficacy of the vaccine against relevant outcomes in healthy women above 18 years old at enrolment. The secondary objectives are to evaluate the safety, immunogenicity and immuno-persistence of the vaccine. Meanwhile, this study tries to compare the difference of safety and immunogenicity among different lots. Approximately 6000 study subjects will be enrolled and randomly stratified into 2 groups and receive human papillomavirus (HPV) vaccine(three different lots) or commercialized hepatitis E vaccine(Hecolin) according to a 0-1-6 month schedule.
NCT02425306	Study Title: Safety Study of a Helper Peptide Vaccine Plus Adjuvant Combinations for the Treatment of Melanoma. Brief Summary: This study evaluates whether it is safe to administer a peptide vaccine in combination with different adjuvants. Adjuvants are substances that may boost immune responses vaccines. In this study, the adjuvants are Montanide ISA-51, polyICLC and cyclophosphamide. This study will also evaluate the effects of the combination of the peptide vaccine and the adjuvants on the immune system. The investigators will monitor these effects by performing tests in the laboratory on participants' blood, a lymph node, and tissue from the sites of vaccination.
NCT00008099	Study Title: Vaccine Therapy in Treating Patients With Resected or Locally Advanced Unresectable Pancreatic Cancer. Brief Summary: RATIONALE: Vaccines may help the body build an effective immune response to kill tumor cells. PURPOSE: This phase I trial is studying the side effects and best dose of vaccine therapy in treating patients with resected or locally advanced unresectable pancreatic cancer.
NCT00112242	Study Title: Immunotherapy of Stage III/IV Melanoma Patients. Brief Summary: The purpose of this study is to determine whether vaccination with melanoma antigen peptides \[Melan-A/Mart-1 (both EAA and ELA), NY-ESO-1b analog, Long NY-ESO-1 LP and MAGE-A10\] and Montanide, CpG adjuvants and low dose rIL-2 can induce an immune response in melanoma patients and to assess the safety of this vaccination.
NCT00861406	Study Title: Adjuvant Therapy of Pegylated Interferon- 2b Plus Melanoma Peptide Vaccine. Brief Summary: The goal of this clinical research study is to find the best dosing schedule of a combined treatment of PEG Intron (pegylated Interferon-alfa 2b) plus a peptide vaccine (gp100) that may help improve immune response in patients that had Stage II or Stage III melanoma and are free of the disease. The safety and tolerability of this drug combination will also be studied. Researchers also want to collect long-term follow-up information.
